goal,target,indicator,seriesdescription,geoareacode,geoareaname,timeperiodstart,value
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",199,Least Developed Countries (LDCs),2021,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",199,Least Developed Countries (LDCs),2023,4
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",440,Lithuania,2019,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",462,Maldives,2019,5
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",484,Mexico,2020,26
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",17,Middle Africa,2021,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",496,Mongolia,2019,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",504,Morocco,2021,4
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",508,Mozambique,2023,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",528,Netherlands (Kingdom of the),2020,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",562,Niger,2023,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",15,Northern Africa,2021,8
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",747,Northern Africa and Western Asia,2020,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",747,Northern Africa and Western Asia,2021,11
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",747,Northern Africa and Western Asia,2022,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",21,Northern America,2023,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",154,Northern Europe,2019,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",154,Northern Europe,2020,8
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",154,Northern Europe,2021,13
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",154,Northern Europe,2023,54
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",578,Norway,2023,18
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",9,Oceania,2023,14
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",586,Pakistan,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",604,Peru,2020,4
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",608,Philippines,2023,87
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",616,Poland,2020,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",410,Republic of Korea,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",642,Romania,2020,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",662,Saint Lucia,2020,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",686,Senegal,2020,5
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",688,Serbia,2022,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",702,Singapore,2020,3
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",703,Slovakia,2021,13
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",705,Slovenia,2021,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",722,Small island developing States (SIDS),2019,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",722,Small island developing States (SIDS),2020,13
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",710,South Africa,2023,19
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",5,South America,2019,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",5,South America,2020,10
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",5,South America,2021,3
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",35,South-Eastern Asia,2020,9
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",35,South-Eastern Asia,2021,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",35,South-Eastern Asia,2023,89
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",18,Southern Africa,2023,19
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",34,Southern Asia,2019,8
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",34,Southern Asia,2021,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",39,Southern Europe,2019,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",39,Southern Europe,2021,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",39,Southern Europe,2022,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",144,Sri Lanka,2021,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",202,Sub-Saharan Africa,2019,4
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",202,Sub-Saharan Africa,2020,5
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",202,Sub-Saharan Africa,2021,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",202,Sub-Saharan Africa,2023,21
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",752,Sweden,2023,36
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",756,Switzerland,2023,15
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",764,Thailand,2021,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",788,Tunisia,2021,4
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",792,Türkiye,2022,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",804,Ukraine,2021,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",784,United Arab Emirates,2020,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",826,United Kingdom of Great Britain and Northern Ireland,2021,13
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",840,United States of America,2023,6
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",11,Western Africa,2019,4
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",11,Western Africa,2020,5
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",11,Western Africa,2023,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",145,Western Asia,2020,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",145,Western Asia,2021,3
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",145,Western Asia,2022,2
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",155,Western Europe,2020,1
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",155,Western Europe,2021,67
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",155,Western Europe,2023,18
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",1,World,2019,28
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",1,World,2020,74
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",1,World,2021,134
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",1,World,2022,20
['12'],['12.1'],['12.1.1'],"Number of policies, instruments and mechanism in place for sustainable consumption and production (Number)",1,World,2023,253
