Goal;Target;Indicator;SeriesCode;SeriesDescription;GeoAreaCode;GeoAreaName;Sex;Units;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);398;Kazakhstan;FEMALE;PER_100000_EMP;1.9;0.8;1.4;1.3;1.8;2;1.6;1.1;0.8;1.24;1.39;;;0.77;;0.4;;0.9;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);398;Kazakhstan;MALE;PER_100000_EMP;19.4;17.2;17.2;15.9;17.7;17.2;17.8;15;14.1;12.76;12.94;;;10.32;;8.8;;3.4;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);417;Kyrgyzstan;BOTHSEX;PER_100000_EMP;7;7;7;5;8;5;5;5;5;;;;;6;;4.1;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);417;Kyrgyzstan;FEMALE;PER_100000_EMP;;;;;;;;1;0;;;;;1;;0.7;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);417;Kyrgyzstan;MALE;PER_100000_EMP;;;;;;;;9;9;;;;;11;;8;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);428;Latvia;BOTHSEX;PER_100000_EMP;;;6.9;4.9;6.9;6;5.5;5.7;;3.3;3.5;4.08;4.35;3.48;4.5;3.7;4.22;2.29;3.27;2.78;2.47;5.05;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);428;Latvia;FEMALE;PER_100000_EMP;;;;;;;;;;0.78;0.83;0.93;0.89;0.44;0.42;0.98;;;;;;0.77;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);428;Latvia;MALE;PER_100000_EMP;;;;;;;;;;6.12;6.5;7.63;8.2;6.91;8.89;6.69;;;;;;9.59;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);428;Latvia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;103.04;115.14;0;109.05;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);428;Latvia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;0;1.72;3.34;0;1.76;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);428;Latvia;FEMALE;PER_100000_EMP;;;;;;;;;;;0;0;3.71;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);428;Latvia;MALE;PER_100000_EMP;;;;;;;;;;;0;3.15;3.06;0;3.39;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);428;Latvia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;4.1;3.91;3.43;3.46;4.27;2.92;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);428;Latvia;FEMALE;PER_100000_EMP;;;;;;;;;;;0.95;0.53;0.51;0.49;0.48;0.55;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);428;Latvia;MALE;PER_100000_EMP;;;;;;;;;;;7.74;7.91;6.85;6.93;8.46;5.57;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);440;Lithuania;BOTHSEX;PER_100000_EMP;8.6;8.9;8.1;11.3;9;10.9;9.6;8.7;6.8;4.36;4.02;4.06;4.98;4.64;4.74;3.76;3.69;2.77;3.05;3.01;3.17;3.75;3;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);440;Lithuania;FEMALE;PER_100000_EMP;0.7;0.6;0.7;0.5;1.1;1.2;1;0.7;1.3;0.95;0.93;0.77;0.33;0.3;0.33;0.33;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);440;Lithuania;MALE;PER_100000_EMP;12.9;17.4;16.2;23.3;17.7;21.6;19.1;17.5;12.5;8.51;7.36;7.59;10.01;9.12;9.53;7.52;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);440;Lithuania;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);440;Lithuania;BOTHSEX;PER_100000_EMP;;;;;;;;;;44.17;31.38;36.95;40.61;36.37;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);440;Lithuania;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);440;Lithuania;MALE;PER_100000_EMP;;;;;;;;;;;;;;62.52;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);440;Lithuania;BOTHSEX;PER_100000_EMP;;;;;;;;;;4.2;3.89;3.92;4.84;4.51;4.6;3.78;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);440;Lithuania;FEMALE;PER_100000_EMP;;;;;;;;;;0.96;0.94;0.77;0.33;0.31;0.33;0.33;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);440;Lithuania;MALE;PER_100000_EMP;;;;;;;;;;8.16;7.08;7.31;9.72;8.86;9.22;7.57;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;BOTHSEX;PER_100000_EMP;4.65;;5.71;4.93;1.89;;;;2.92;1.49;1.53;2.98;3.62;2.14;4.82;3.3;6.32;2.74;4.01;2.52;1.76;1.49;1.85;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;FEMALE;PER_100000_EMP;;;3.25;0.79;0;;;;0;0;0;0;0;1.32;1.8;0;;;0;0;0;0.57;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;MALE;PER_100000_EMP;;;7.28;7.57;3.09;;;;4.88;2.46;2.57;5.01;6.16;2.7;7.26;5.71;;;6.33;4;2.81;2.04;2.96;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;BOTHSEX;PER_100000_EMP;;;;;;;;;;2.32;2.39;5.79;4.96;3.66;8.88;7.2;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;3.08;4.01;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;MALE;PER_100000_EMP;;;;;;;;;;3.87;4.05;9.77;8.37;4.03;12.74;12.32;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;4.24;2.89;1.09;2.08;2.44;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;6.95;4.75;1.81;3.43;4.07;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;BOTHSEX;PER_100000_EMP;;;;;;;;;;0;0;0;8.03;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;MALE;PER_100000_EMP;;;;;;;;;;0;0;0;13.55;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;BOTHSEX;PER_100000_EMP;;;;;;;;;;0.96;0.99;0.97;1.93;1.07;1.62;0;;;3.87;2.28;2.22;1.09;1.42;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;0;0;0;1.02;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);442;Luxembourg;MALE;PER_100000_EMP;;;;;;;;;;1.58;1.64;1.65;3.31;1.83;2.97;0;;;5.96;3.53;3.44;1.12;2.21;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);458;Malaysia;BOTHSEX;PER_100000_EMP;11.3;10.9;10.8;;;;;;;;;9;6;5;;5;;3.8;;;;;14.58;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);458;Malaysia;FEMALE;PER_100000_EMP;;;;;;;;;;;;1;0;0;;1;;0.4;;;;;3.9;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);458;Malaysia;MALE;PER_100000_EMP;;;;;;;;;;;;15;10;8;;8;;6.3;;;;;21.15;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);458;Malaysia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;3.73;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);458;Malaysia;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;0.84;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);458;Malaysia;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;4.24;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);458;Malaysia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;3.1;;;;16.82;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);458;Malaysia;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;0.2;;;;4.12;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);458;Malaysia;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;5.3;;;;26.36;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;BOTHSEX;PER_100000_EMP;3.67;4.28;2.82;8.2;8.1;4;5.2;4.5;1.87;4.97;4.87;1.19;5.9;2.27;2.2;2.69;3.36;0.45;1.68;1.18;2.68;3.34;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;FEMALE;PER_100000_EMP;;2.61;0;0;2.2;0;2.1;0;0;0;0;0;0;0;0;0;0;0;0;0;0.94;0;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;MALE;PER_100000_EMP;;4.91;4;11.9;10.7;5.7;6.7;6.8;2.77;7.47;7.39;1.81;9.04;3.65;3.58;4.39;5.55;0.76;2.82;1.97;3.88;5.67;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;BOTHSEX;PER_100000_EMP;;;;;;;;;;0;0;0;252.21;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;FEMALE;PER_100000_EMP;;;;;;;;;;;0;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;MALE;PER_100000_EMP;;;;;;;;;;0;0;;313.48;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;16.47;0;6.12;3.27;4.38;8.17;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;26.11;0;11.64;5.9;7.84;14.5;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;BOTHSEX;PER_100000_EMP;;;;;;;;;;0;0;0;28.73;0;29.15;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;MALE;PER_100000_EMP;;;;;;;;;;0;0;0;42.16;0;49.55;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;BOTHSEX;PER_100000_EMP;;;;;;;;;;5.14;5.04;1.22;3.52;2.49;1.23;3.07;1.12;0.55;0.53;0.52;2.08;1.53;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1.31;0;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);470;Malta;MALE;PER_100000_EMP;;;;;;;;;;7.69;7.59;1.85;5.39;3.95;1.97;4.98;1.87;0.91;0.86;0.84;2.58;2.56;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);480;Mauritius;BOTHSEX;PER_100000_EMP;;2;7;;;;;;1;;;;;;;;;;1.2;2.1;2.4;1.7;1.3;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);480;Mauritius;FEMALE;PER_100000_EMP;;;;;;;;0;1;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);480;Mauritius;MALE;PER_100000_EMP;;;;;;;;1;1;;;;;;;;;;;;;;2.1;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);480;Mauritius;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;3.5;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);480;Mauritius;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);480;Mauritius;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;4.5;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);480;Mauritius;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;1.2;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);480;Mauritius;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);480;Mauritius;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;;;;1.9;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);484;Mexico;BOTHSEX;PER_100000_EMP;14;12;11;12;11;11;10;9;10;10;10;10.54;9.78;8.09;7.91;8.23;7.73;7.46;;6.59;8.37;7.69;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);484;Mexico;FEMALE;PER_100000_EMP;;;2;2;2;2;1;1;1;2;2;2.27;2.06;1.66;1.59;1.64;1.36;1.52;;1.01;3.18;3.04;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);484;Mexico;MALE;PER_100000_EMP;;;19;20;17;16;16;19;17;16;15;15.26;14.16;11.76;11.51;12.02;11.46;10.97;;10.01;11.6;10.64;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);496;Mongolia;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;2.7;2.18;2.4;4.5;3.4;3;4.8;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);496;Mongolia;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;0;0.4;0;0.2;1.1;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);496;Mongolia;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;4.5;8.2;6.5;6.2;8.1;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);104;Myanmar;BOTHSEX;PER_100000_EMP;4.43;4.09;2.63;3;3;2;;7;7.47;8.85;6.7;5.36;3.81;3.68;2.91;4;4.6;2.6;2.4;3.15;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);104;Myanmar;FEMALE;PER_100000_EMP;;;0.55;;1;2;;1;;;0.51;1.44;0;0.44;0.64;0.3;0.5;0;0.3;0;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);104;Myanmar;MALE;PER_100000_EMP;;;4.55;;5;2;;12;;;12.98;9.41;7.85;7.18;5.91;8.9;10.2;6.6;5.9;8.55;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);104;Myanmar;BOTHSEX;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;3.15;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);104;Myanmar;FEMALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);104;Myanmar;MALE;PER_100000_EMP;;;;;;;;;;;;;;;;;;;;8.55;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);516;Namibia;BOTHSEX;PER_100000_EMP;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);528;Netherlands (Kingdom of the);BOTHSEX;PER_100000_EMP;;;;;;;;;;1.08;0.99;0.69;0.52;0.64;0.71;0.54;0.5;0.59;0.6;0.48;0.3;0.33;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);528;Netherlands (Kingdom of the);FEMALE;PER_100000_EMP;;;;;;;;;;0.05;0.05;0.06;0;0;0.06;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);528;Netherlands (Kingdom of the);MALE;PER_100000_EMP;;;;;;;;;;1.9;1.73;1.25;0.99;1.22;1.31;1.03;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);528;Netherlands (Kingdom of the);BOTHSEX;PER_100000_EMP;;;;;;;;;;1.78;1.54;0;1.63;1.56;1.46;1.43;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);528;Netherlands (Kingdom of the);FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);528;Netherlands (Kingdom of the);MALE;PER_100000_EMP;;;;;;;;;;3.74;3.22;0;3.63;3.28;3.12;3.08;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);528;Netherlands (Kingdom of the);BOTHSEX;PER_100000_EMP;;;;;;;;;;1.2;1.17;1.45;1.42;1.5;1.5;1.4;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);528;Netherlands (Kingdom of the);FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);528;Netherlands (Kingdom of the);MALE;PER_100000_EMP;;;;;;;;;;1.99;1.87;2.47;2.43;2.69;2.63;2.41;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);528;Netherlands (Kingdom of the);BOTHSEX;PER_100000_EMP;;;;;;;;;;0.87;0.8;0.69;0.48;0.61;0.66;0.51;;;;;;;;;;;;;;;;;;;;;;;;
8;8.8;8.8.1;SL_EMP_FTLINJUR;Fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees);528;Netherlands (Kingdom of the);FEMALE;PER_100000_EMP;;;;;;;;;;0;0;0.06;0;0;0.06;0;;;;;;;;;;;;;;;;;;;;;;;;
